file_path,start_s,end_s,duration_s,speaker_id,keyword_text,split,source_dataset,quadrant_class,profile_id,enrolled_user_id,enrolled_keyword_text,profile_path,trial_source,q3_gate_eligible,synthesis_backend,speaker_verification_score
data/raw/smoke/gsc/backward/backward_00.wav,0.000000,1.600000,1.600000,gsc_backward_00,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_01.wav,0.000000,1.600000,1.600000,gsc_backward_01,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_02.wav,0.000000,1.600000,1.600000,gsc_backward_02,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_03.wav,0.000000,1.600000,1.600000,gsc_backward_03,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_04.wav,0.000000,1.600000,1.600000,gsc_backward_04,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_05.wav,0.000000,1.600000,1.600000,gsc_backward_05,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_06.wav,0.000000,1.600000,1.600000,gsc_backward_06,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_07.wav,0.000000,1.600000,1.600000,gsc_backward_07,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_08.wav,0.000000,1.600000,1.600000,gsc_backward_08,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/backward/backward_09.wav,0.000000,1.600000,1.600000,gsc_backward_09,backward,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_00.wav,0.000000,1.600000,1.600000,gsc_bed_00,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_01.wav,0.000000,1.600000,1.600000,gsc_bed_01,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_02.wav,0.000000,1.600000,1.600000,gsc_bed_02,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_03.wav,0.000000,1.600000,1.600000,gsc_bed_03,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_04.wav,0.000000,1.600000,1.600000,gsc_bed_04,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_05.wav,0.000000,1.600000,1.600000,gsc_bed_05,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_06.wav,0.000000,1.600000,1.600000,gsc_bed_06,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_07.wav,0.000000,1.600000,1.600000,gsc_bed_07,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_08.wav,0.000000,1.600000,1.600000,gsc_bed_08,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bed/bed_09.wav,0.000000,1.600000,1.600000,gsc_bed_09,bed,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_00.wav,0.000000,1.600000,1.600000,gsc_bird_00,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_01.wav,0.000000,1.600000,1.600000,gsc_bird_01,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_02.wav,0.000000,1.600000,1.600000,gsc_bird_02,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_03.wav,0.000000,1.600000,1.600000,gsc_bird_03,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_04.wav,0.000000,1.600000,1.600000,gsc_bird_04,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_05.wav,0.000000,1.600000,1.600000,gsc_bird_05,bird,train,smoke,,,,,,real,true,,
data/raw/smoke/gsc/bird/bird_06.wav,0.000000,1.600000,1.600000,gsc_bird_06,bird,train,smoke,,,,,,real,true,,
