file_path,start_s,end_s,duration_s,speaker_id,keyword_text,split,source_dataset,quadrant_class,profile_id,enrolled_user_id,enrolled_keyword_text,profile_path,trial_source,q3_gate_eligible,synthesis_backend,speaker_verification_score
data/raw/smoke/content/spk_train_00/train_content_000.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_001.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_002.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_003.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_004.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_005.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_006.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_007.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_008.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_009.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_010.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_011.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_012.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_013.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_014.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_015.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_016.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_017.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_018.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_019.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_020.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_021.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_022.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_023.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_024.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_025.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_026.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_027.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_04/train_content_028.wav,0.000000,1.600000,1.600000,spk_train_04,wake phrase 4,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_05/train_content_029.wav,0.000000,1.600000,1.600000,spk_train_05,wake phrase 5,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_06/train_content_030.wav,0.000000,1.600000,1.600000,spk_train_06,wake phrase 6,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_07/train_content_031.wav,0.000000,1.600000,1.600000,spk_train_07,wake phrase 7,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_00/train_content_032.wav,0.000000,1.600000,1.600000,spk_train_00,wake phrase 0,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_01/train_content_033.wav,0.000000,1.600000,1.600000,spk_train_01,wake phrase 1,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_02/train_content_034.wav,0.000000,1.600000,1.600000,spk_train_02,wake phrase 2,train,smoke,,,,,,real,true,,
data/raw/smoke/content/spk_train_03/train_content_035.wav,0.000000,1.600000,1.600000,spk_train_03,wake phrase 3,train,smoke,,,,,,real,true,,
